section,table_name,column_name,data_type,is_nullable,column_default,?column?
EXTENSIONS,pg_stat_statements,1.11,null,null,null,null
EXTENSIONS,pgcrypto,1.3,null,null,null,null
EXTENSIONS,plpgsql,1.0,null,null,null,null
EXTENSIONS,supabase_vault,0.3.1,null,null,null,null
EXTENSIONS,uuid-ossp,1.1,null,null,null,null
FOREIGN_KEYS,app_group_links,app_group_links_group_id_fkey,NO ACTION,CASCADE,groups,null
FOREIGN_KEYS,app_group_links,app_group_links_app_id_fkey,NO ACTION,CASCADE,apps,null
FOREIGN_KEYS,app_user_links,app_user_links_user_id_fkey,NO ACTION,CASCADE,users,null
FOREIGN_KEYS,app_user_links,app_user_links_app_id_fkey,NO ACTION,CASCADE,apps,null
FOREIGN_KEYS,groups,groups_parent_group_id_fkey,NO ACTION,NO ACTION,groups,null
FOREIGN_KEYS,task_categories,task_categories_parent_id_fkey,NO ACTION,CASCADE,task_categories,null
FOREIGN_KEYS,task_category_links,task_category_links_task_id_fkey,NO ACTION,CASCADE,tasks,null
FOREIGN_KEYS,task_category_map,task_category_map_task_id_fkey,NO ACTION,CASCADE,tasks,null
FOREIGN_KEYS,task_context_assignees,task_context_assignees_task_context_id_fkey,NO ACTION,CASCADE,task_contexts,null
FOREIGN_KEYS,task_contexts,task_contexts_task_id_fkey,NO ACTION,NO ACTION,tasks,null
FOREIGN_KEYS,task_contexts,task_contexts_yacht_id_fkey,NO ACTION,NO ACTION,yachts,null
FOREIGN_KEYS,task_results,task_results_performed_by_fkey,NO ACTION,NO ACTION,users,null
FOREIGN_KEYS,task_results,task_results_task_context_id_fkey,NO ACTION,CASCADE,task_contexts,null
FOREIGN_KEYS,tasks,tasks_default_unit_of_measure_id_fkey,NO ACTION,NO ACTION,units_of_measure,null
FOREIGN_KEYS,tasks,tasks_default_period_id_fkey,NO ACTION,NO ACTION,periods,null
FOREIGN_KEYS,tasks,tasks_unit_of_measure_id_fkey,NO ACTION,NO ACTION,units_of_measure,null
FOREIGN_KEYS,tasks,tasks_period_id_fkey,NO ACTION,NO ACTION,periods,null
FOREIGN_KEYS,user_group_links,user_group_links_group_id_fkey,NO ACTION,CASCADE,groups,null
FOREIGN_KEYS,user_group_links,user_group_links_user_id_fkey,NO ACTION,CASCADE,users,null
FOREIGN_KEYS,user_role_links,user_role_links_role_id_fkey,NO ACTION,CASCADE,roles,null
FOREIGN_KEYS,user_role_links,user_role_links_user_id_fkey,NO ACTION,CASCADE,users,null
FOREIGN_KEYS,yacht_group_links,yacht_group_links_group_id_fkey,NO ACTION,CASCADE,groups,null
FOREIGN_KEYS,yacht_task_results,yacht_task_results_yacht_task_id_fkey,NO ACTION,CASCADE,yacht_tasks,null
FOREIGN_KEYS,yacht_tasks,yacht_tasks_yacht_id_fkey,NO ACTION,CASCADE,yachts,null
FOREIGN_KEYS,yacht_tasks,yacht_tasks_unit_of_measure_id_fkey,NO ACTION,NO ACTION,units_of_measure,null
FOREIGN_KEYS,yacht_tasks,yacht_tasks_task_id_fkey,NO ACTION,NO ACTION,tasks,null
FOREIGN_KEYS,yacht_tasks,yacht_tasks_period_id_fkey,NO ACTION,NO ACTION,periods,null
FOREIGN_KEYS,yacht_user_links,yacht_user_links_yacht_id_fkey,NO ACTION,CASCADE,yachts,null
FOREIGN_KEYS,yacht_user_links,yacht_user_links_user_id_fkey,NO ACTION,CASCADE,users,null
FUNCTIONS,handle_auth_user_upsert,"CREATE OR REPLACE FUNCTION public.handle_auth_user_upsert()
 RE",null,null,null,null
FUNCTIONS,is_admin,"CREATE OR REPLACE FUNCTION public.is_admin()
 RETURNS boolean
 ",null,null,null,null
FUNCTIONS,visible_group_ids,"CREATE OR REPLACE FUNCTION public.visible_group_ids()
 RETURNS ",null,null,null,null
INDEXES,app_group_links,app_group_links_pkey,"CREATE UNIQUE INDEX app_group_links_pkey ON public.app_group_links USING btree (app_id, group_id)",null,null,null
INDEXES,app_user_links,app_user_links_pkey,"CREATE UNIQUE INDEX app_user_links_pkey ON public.app_user_links USING btree (app_id, user_id)",null,null,null
INDEXES,apps,apps_pkey,CREATE UNIQUE INDEX apps_pkey ON public.apps USING btree (id),null,null,null
INDEXES,groups,groups_is_archived_idx,CREATE INDEX groups_is_archived_idx ON public.groups USING btree (is_archived),null,null,null
INDEXES,groups,groups_pkey,CREATE UNIQUE INDEX groups_pkey ON public.groups USING btree (id),null,null,null
INDEXES,periods,periods_name_unique,CREATE UNIQUE INDEX periods_name_unique ON public.periods USING btree (name),null,null,null
INDEXES,periods,periods_pkey,CREATE UNIQUE INDEX periods_pkey ON public.periods USING btree (id),null,null,null
INDEXES,roles,roles_name_key,CREATE UNIQUE INDEX roles_name_key ON public.roles USING btree (name),null,null,null
INDEXES,roles,roles_pkey,CREATE UNIQUE INDEX roles_pkey ON public.roles USING btree (id),null,null,null
INDEXES,task_categories,task_categories_pkey,CREATE UNIQUE INDEX task_categories_pkey ON public.task_categories USING btree (id),null,null,null
INDEXES,task_categories,task_categories_group_name_idx,"CREATE UNIQUE INDEX task_categories_group_name_idx ON public.task_categories USING btree (group_id, name)",null,null,null
INDEXES,task_category_links,task_category_links_pkey,"CREATE UNIQUE INDEX task_category_links_pkey ON public.task_category_links USING btree (task_id, category_id)",null,null,null
INDEXES,task_category_map,task_category_map_pkey,"CREATE UNIQUE INDEX task_category_map_pkey ON public.task_category_map USING btree (task_id, category_id)",null,null,null
INDEXES,task_context_assignees,task_context_assignees_pkey,"CREATE UNIQUE INDEX task_context_assignees_pkey ON public.task_context_assignees USING btree (task_context_id, assignee_type, assignee_id)",null,null,null
INDEXES,task_contexts,task_contexts_pkey,CREATE UNIQUE INDEX task_contexts_pkey ON public.task_contexts USING btree (id),null,null,null
INDEXES,task_results,task_results_pkey,CREATE UNIQUE INDEX task_results_pkey ON public.task_results USING btree (id),null,null,null
INDEXES,tasks,tasks_name_unique,CREATE UNIQUE INDEX tasks_name_unique ON public.tasks USING btree (name),null,null,null
INDEXES,tasks,tasks_one_latest_per_lineage,CREATE UNIQUE INDEX tasks_one_latest_per_lineage ON public.tasks USING btree (lineage_id) WHERE (is_latest = true),null,null,null
INDEXES,tasks,tasks_lineage_id_idx,CREATE INDEX tasks_lineage_id_idx ON public.tasks USING btree (lineage_id),null,null,null
INDEXES,tasks,tasks_pkey,CREATE UNIQUE INDEX tasks_pkey ON public.tasks USING btree (id),null,null,null
INDEXES,units_of_measure,units_of_measure_pkey,CREATE UNIQUE INDEX units_of_measure_pkey ON public.units_of_measure USING btree (id),null,null,null
INDEXES,units_of_measure,units_of_measure_name_unique,CREATE UNIQUE INDEX units_of_measure_name_unique ON public.units_of_measure USING btree (name),null,null,null
INDEXES,user_group_links,user_group_links_pkey,"CREATE UNIQUE INDEX user_group_links_pkey ON public.user_group_links USING btree (user_id, group_id)",null,null,null
INDEXES,user_role_links,user_role_links_pkey,"CREATE UNIQUE INDEX user_role_links_pkey ON public.user_role_links USING btree (user_id, role_id)",null,null,null
INDEXES,users,users_pkey,CREATE UNIQUE INDEX users_pkey ON public.users USING btree (id),null,null,null
INDEXES,yacht_group_links,yacht_group_links_pkey,"CREATE UNIQUE INDEX yacht_group_links_pkey ON public.yacht_group_links USING btree (yacht_id, group_id)",null,null,null
INDEXES,yacht_group_links,yacht_group_links_yacht_id_unique,CREATE UNIQUE INDEX yacht_group_links_yacht_id_unique ON public.yacht_group_links USING btree (yacht_id),null,null,null
INDEXES,yacht_task_results,yacht_task_results_pkey,CREATE UNIQUE INDEX yacht_task_results_pkey ON public.yacht_task_results USING btree (id),null,null,null
INDEXES,yacht_tasks,yacht_tasks_yacht_id_group_id_task_id_key,"CREATE UNIQUE INDEX yacht_tasks_yacht_id_group_id_task_id_key ON public.yacht_tasks USING btree (yacht_id, group_id, task_id)",null,null,null
INDEXES,yacht_tasks,yacht_tasks_pkey,CREATE UNIQUE INDEX yacht_tasks_pkey ON public.yacht_tasks USING btree (id),null,null,null
INDEXES,yacht_user_links,yacht_user_links_pkey,"CREATE UNIQUE INDEX yacht_user_links_pkey ON public.yacht_user_links USING btree (yacht_id, user_id)",null,null,null
INDEXES,yachts,yachts_pkey,CREATE UNIQUE INDEX yachts_pkey ON public.yachts USING btree (id),null,null,null
RLS_ENABLED,app_group_links,true,null,null,null,null
RLS_ENABLED,app_group_links_pkey,false,null,null,null,null
RLS_ENABLED,app_user_links,true,null,null,null,null
RLS_ENABLED,app_user_links_pkey,false,null,null,null,null
RLS_ENABLED,apps,true,null,null,null,null
RLS_ENABLED,apps_pkey,false,null,null,null,null
RLS_ENABLED,groups,true,null,null,null,null
RLS_ENABLED,groups_is_archived_idx,false,null,null,null,null
RLS_ENABLED,groups_pkey,false,null,null,null,null
RLS_ENABLED,meta_schema_overview,false,null,null,null,null
RLS_ENABLED,periods,true,null,null,null,null
RLS_ENABLED,periods_name_unique,false,null,null,null,null
RLS_ENABLED,periods_pkey,false,null,null,null,null
RLS_ENABLED,roles,true,null,null,null,null
RLS_ENABLED,roles_name_key,false,null,null,null,null
RLS_ENABLED,roles_pkey,false,null,null,null,null
RLS_ENABLED,task_categories,true,null,null,null,null
RLS_ENABLED,task_categories_group_name_idx,false,null,null,null,null
RLS_ENABLED,task_categories_pkey,false,null,null,null,null
RLS_ENABLED,task_category_links,true,null,null,null,null
RLS_ENABLED,task_category_links_pkey,false,null,null,null,null
RLS_ENABLED,task_category_map,true,null,null,null,null
RLS_ENABLED,task_category_map_pkey,false,null,null,null,null
RLS_ENABLED,task_context_assignees,true,null,null,null,null
RLS_ENABLED,task_context_assignees_pkey,false,null,null,null,null
RLS_ENABLED,task_contexts,true,null,null,null,null
RLS_ENABLED,task_contexts_pkey,false,null,null,null,null
RLS_ENABLED,task_results,true,null,null,null,null
RLS_ENABLED,task_results_pkey,false,null,null,null,null
RLS_ENABLED,tasks,true,null,null,null,null
RLS_ENABLED,tasks_lineage_id_idx,false,null,null,null,null
RLS_ENABLED,tasks_name_unique,false,null,null,null,null
RLS_ENABLED,tasks_one_latest_per_lineage,false,null,null,null,null
RLS_ENABLED,tasks_pkey,false,null,null,null,null
RLS_ENABLED,units_of_measure,true,null,null,null,null
RLS_ENABLED,units_of_measure_name_unique,false,null,null,null,null
RLS_ENABLED,units_of_measure_pkey,false,null,null,null,null
RLS_ENABLED,user_group_links,true,null,null,null,null
RLS_ENABLED,user_group_links_pkey,false,null,null,null,null
RLS_ENABLED,user_role_links,true,null,null,null,null
RLS_ENABLED,user_role_links_pkey,false,null,null,null,null
RLS_ENABLED,users,true,null,null,null,null
RLS_ENABLED,users_pkey,false,null,null,null,null
RLS_ENABLED,yacht_group_links,true,null,null,null,null
RLS_ENABLED,yacht_group_links_pkey,false,null,null,null,null
RLS_ENABLED,yacht_group_links_yacht_id_unique,false,null,null,null,null
RLS_ENABLED,yacht_task_results,true,null,null,null,null
RLS_ENABLED,yacht_task_results_pkey,false,null,null,null,null
RLS_ENABLED,yacht_tasks,true,null,null,null,null
RLS_ENABLED,yacht_tasks_pkey,false,null,null,null,null
RLS_ENABLED,yacht_tasks_yacht_id_group_id_task_id_key,false,null,null,null,null
RLS_ENABLED,yacht_user_links,true,null,null,null,null
RLS_ENABLED,yacht_user_links_pkey,false,null,null,null,null
RLS_ENABLED,yachts,true,null,null,null,null
RLS_ENABLED,yachts_pkey,false,null,null,null,null
RLS_POLICIES,app_group_links,app_group_links_select_visible_groups,SELECT,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,app_user_links,app_user_links_select_self,SELECT,{authenticated},(user_id = auth.uid()),null
RLS_POLICIES,apps,apps_select_authenticated,SELECT,{authenticated},true,null
RLS_POLICIES,groups,groups_select_visible_tree,SELECT,{authenticated},(id IN ( SELECT visible_group_ids() AS visible_group_ids)),null
RLS_POLICIES,periods,periods_select_authenticated,SELECT,{authenticated},true,null
RLS_POLICIES,roles,roles_select_authenticated,SELECT,{authenticated},true,null
RLS_POLICIES,task_categories,task_categories_update_visible_groups,UPDATE,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,task_categories,task_categories_delete_visible_groups,DELETE,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,task_categories,task_categories_select_visible_groups,SELECT,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,task_categories,task_categories_insert_visible_groups,INSERT,{authenticated},null,null
RLS_POLICIES,task_category_links,task_category_links_insert_visible_categories,INSERT,{authenticated},null,null
RLS_POLICIES,task_category_links,task_category_links_delete_visible_categories,DELETE,{authenticated},"(category_id IN ( SELECT tc.id
   FROM task_categories tc
  WHE",null
RLS_POLICIES,task_category_links,task_category_links_select_visible_categories,SELECT,{authenticated},"(category_id IN ( SELECT tc.id
   FROM task_categories tc
  WHE",null
RLS_POLICIES,task_category_map,task_category_map_delete_visible_categories,DELETE,{authenticated},"(category_id IN ( SELECT tc.id
   FROM task_categories tc
  WHE",null
RLS_POLICIES,task_category_map,task_category_map_select_visible_categories,SELECT,{authenticated},"(category_id IN ( SELECT tc.id
   FROM task_categories tc
  WHE",null
RLS_POLICIES,task_category_map,task_category_map_insert_visible_categories,INSERT,{authenticated},null,null
RLS_POLICIES,task_context_assignees,task_context_assignees_select_visible_contexts,SELECT,{authenticated},"(task_context_id IN ( SELECT tc.id
   FROM task_contexts tc
  W",null
RLS_POLICIES,task_context_assignees,task_context_assignees_insert_visible_contexts,INSERT,{authenticated},null,null
RLS_POLICIES,task_context_assignees,task_context_assignees_delete_visible_contexts,DELETE,{authenticated},"(task_context_id IN ( SELECT tc.id
   FROM task_contexts tc
  W",null
RLS_POLICIES,task_contexts,task_contexts_insert_visible_yachts,INSERT,{authenticated},null,null
RLS_POLICIES,task_contexts,task_contexts_update_visible_yachts,UPDATE,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,task_contexts,task_contexts_select_visible_yachts,SELECT,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,task_contexts,task_contexts_delete_visible_yachts,DELETE,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,task_results,task_results_insert_visible_contexts,INSERT,{authenticated},null,null
RLS_POLICIES,task_results,task_results_select_visible_contexts,SELECT,{authenticated},"(task_context_id IN ( SELECT tc.id
   FROM task_contexts tc
  W",null
RLS_POLICIES,tasks,tasks_select_visible_groups,SELECT,{authenticated},"(id IN ( SELECT tcm.task_id
   FROM (task_category_map tcm
    ",null
RLS_POLICIES,tasks,tasks_update_visible_groups,UPDATE,{authenticated},"(id IN ( SELECT tcm.task_id
   FROM (task_category_map tcm
    ",null
RLS_POLICIES,tasks,tasks_delete_visible_groups,DELETE,{authenticated},"(id IN ( SELECT tcm.task_id
   FROM (task_category_map tcm
    ",null
RLS_POLICIES,units_of_measure,units_of_measure_select_authenticated,SELECT,{authenticated},true,null
RLS_POLICIES,user_group_links,user_group_links_select_self,SELECT,{authenticated},(user_id = auth.uid()),null
RLS_POLICIES,user_group_links,user_group_links_delete_admin,DELETE,{authenticated},(is_admin() = true),null
RLS_POLICIES,user_group_links,user_group_links_select_visible_groups,SELECT,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,user_group_links,user_group_links_update_admin,UPDATE,{authenticated},(is_admin() = true),null
RLS_POLICIES,user_group_links,user_group_links_insert_admin,INSERT,{authenticated},null,null
RLS_POLICIES,user_role_links,user_role_links_select_self,SELECT,{authenticated},(user_id = auth.uid()),null
RLS_POLICIES,users,users_update_self,UPDATE,{authenticated},(id = auth.uid()),null
RLS_POLICIES,users,users_select_self,SELECT,{authenticated},(id = auth.uid()),null
RLS_POLICIES,users,users_select_visible_groups,SELECT,{authenticated},"(EXISTS ( SELECT 1
   FROM user_group_links ugl
  WHERE ((ugl.u",null
RLS_POLICIES,yacht_group_links,Allow read access to yacht_group_links,SELECT,{authenticated},true,null
RLS_POLICIES,yacht_group_links,yacht_group_links_delete_visible_groups,DELETE,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,yacht_group_links,yacht_group_links_select_visible_groups,SELECT,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,yacht_group_links,yacht_group_links_insert_visible_groups,INSERT,{authenticated},null,null
RLS_POLICIES,yacht_group_links,yacht_group_links_update_visible_groups,UPDATE,{authenticated},(group_id IN ( SELECT visible_group_ids() AS visible_group_ids),null
RLS_POLICIES,yacht_task_results,yacht_task_results_select_visible_yacht_tasks,SELECT,{authenticated},"(yacht_task_id IN ( SELECT yt.id
   FROM yacht_tasks yt
  WHERE",null
RLS_POLICIES,yacht_task_results,yacht_task_results_insert_visible_yacht_tasks,INSERT,{authenticated},null,null
RLS_POLICIES,yacht_tasks,yacht_tasks_update_visible_yachts,UPDATE,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,yacht_tasks,yacht_tasks_select_visible_yachts,SELECT,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,yacht_tasks,yacht_tasks_delete_visible_yachts,DELETE,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,yacht_tasks,yacht_tasks_insert_visible_yachts,INSERT,{authenticated},null,null
RLS_POLICIES,yacht_user_links,yacht_user_links_select_visible_yachts,SELECT,{authenticated},"(yacht_id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links yg",null
RLS_POLICIES,yachts,Allow read access to yachts,SELECT,{authenticated},true,null
RLS_POLICIES,yachts,yachts_select_visible_groups,SELECT,{authenticated},"(id IN ( SELECT ygl.yacht_id
   FROM yacht_group_links ygl
  WH",null
RLS_SUMMARY,app_group_links,app_group_links_select_visible_groups (SELECT),null,null,null,null
RLS_SUMMARY,app_user_links,app_user_links_select_self (SELECT),null,null,null,null
RLS_SUMMARY,apps,apps_select_authenticated (SELECT),null,null,null,null
RLS_SUMMARY,groups,groups_select_visible_tree (SELECT),null,null,null,null
RLS_SUMMARY,periods,periods_select_authenticated (SELECT),null,null,null,null
RLS_SUMMARY,roles,roles_select_authenticated (SELECT),null,null,null,null
RLS_SUMMARY,task_categories,"task_categories_update_visible_groups (UPDATE), task_categories",null,null,null,null
RLS_SUMMARY,task_category_links,"task_category_links_select_visible_categories (SELECT), task_ca",null,null,null,null
RLS_SUMMARY,task_category_map,"task_category_map_insert_visible_categories (INSERT), task_cate",null,null,null,null
RLS_SUMMARY,task_context_assignees,"task_context_assignees_select_visible_contexts (SELECT), task_c",null,null,null,null
RLS_SUMMARY,task_contexts,"task_contexts_insert_visible_yachts (INSERT), task_contexts_sel",null,null,null,null
RLS_SUMMARY,task_results,"task_results_insert_visible_contexts (INSERT), task_results_sel",null,null,null,null
RLS_SUMMARY,tasks,"tasks_delete_visible_groups (DELETE), tasks_select_visible_grou",null,null,null,null
RLS_SUMMARY,units_of_measure,units_of_measure_select_authenticated (SELECT),null,null,null,null
RLS_SUMMARY,user_group_links,"user_group_links_update_admin (UPDATE), user_group_links_select",null,null,null,null
RLS_SUMMARY,user_role_links,user_role_links_select_self (SELECT),null,null,null,null
RLS_SUMMARY,users,"users_update_self (UPDATE), users_select_visible_groups (SELECT",null,null,null,null
RLS_SUMMARY,yacht_group_links,"yacht_group_links_select_visible_groups (SELECT), Allow read ac",null,null,null,null
RLS_SUMMARY,yacht_task_results,"yacht_task_results_insert_visible_yacht_tasks (INSERT), yacht_t",null,null,null,null
RLS_SUMMARY,yacht_tasks,"yacht_tasks_delete_visible_yachts (DELETE), yacht_tasks_insert_",null,null,null,null
RLS_SUMMARY,yacht_user_links,yacht_user_links_select_visible_yachts (SELECT),null,null,null,null
RLS_SUMMARY,yachts,"Allow read access to yachts (SELECT), yachts_select_visible_gro",null,null,null,null
VIEWS,meta_schema_overview," SELECT schemaname AS schema,
    tablename AS table_name,
    ",null,null,null,null